# Omega_m, sigma_8, w, Omega_b, little_h, n_s
0.290040483732063259, 0.765751402887763222, -1.008941472576396103, 0.050217844104539042, 0.667362055641625651, 0.949651544000588488
0.249628758416763685, 0.950496160083634467, -0.792417404234305733, 0.043508831007317443, 0.716547375449984592, 0.951311068780816615
0.330472835500474904, 0.607645337432855093, -1.229758544944484777, 0.042949643542693081, 0.722684357369743235, 0.952358461092033148
0.270944069996076120, 0.851367534121570957, -1.112993329467564463, 0.044742339726117443, 0.708210565201471076, 0.953143035261950211
0.358989733258148092, 0.524573650823866644, -0.646908867080860039, 0.046171161116914987, 0.695203097294242678, 0.953778835786789569
0.221166852045229789, 0.811219420797702595, -0.905774681951408978, 0.049835716991850437, 0.674808936790289082, 0.954318134532510354
0.309141104971802250, 0.915477452153288795, -1.386154583659412243, 0.045714737330615277, 0.701485801271183540, 0.954789453942299526
0.260750903445145232, 0.716070910225531487, -1.299660612739223176, 0.042893237270694239, 0.723367598224684549, 0.955210146308850039
0.343218885295258624, 0.839031840317190136, -0.851259735112800286, 0.042654619956607284, 0.724067711986894014, 0.955591590660281320
0.198296789007999796, 0.960525591751338448, -0.539892946527556705, 0.044499134382822804, 0.711205977268311251, 0.955941671450703745
0.299470078854064348, 0.539074104173290714, -1.060229412485887979, 0.046270933667631776, 0.694205282695882442, 0.956266087502046336
0.236900999320878325, 1.083963453081482786, -1.168770819789762827, 0.048478012023869213, 0.678875434268988109, 0.956569098112931782
0.319340313348803695, 0.702591909444188256, -0.726225943090920478, 0.047451930667852311, 0.684920015903252466, 0.956853974494016435
0.280611894619271773, 0.627277849030703827, -0.957865586291069104, 0.041005373918403656, 0.737037944358374331, 0.957123286335285872
0.381964429914882331, 0.742398839889083284, -1.511797657536525064, 0.047571635150342739, 0.686120527723764306, 0.957379091041466457
0.285340593711051582, 0.936324771975733827, -1.441154703301703588, 0.046408163109704463, 0.695697583531288077, 0.957623062897095423
0.401592788662114064, 0.589584604056419326, -0.932027936933010448, 0.045034812349036633, 0.701961963725147742, 0.957856583746074297
0.243526723534912587, 0.617738979580731762, -0.688773365766131240, 0.040284859224438370, 0.745448971940262939, 0.958080808214895052
0.324756758458747186, 0.764064201264941789, -1.140389948561119526, 0.043499224994134000, 0.718874723067654209, 0.958296711626729580
0.211161352828574123, 0.880761081212005581, -1.034483247583899423, 0.048835434256761907, 0.676520545215059776, 0.958505125859089091
0.304259212330578011, 0.974316018534316375, -0.461948665644788203, 0.044464819086035341, 0.707233878022144435, 0.958706766623554030
0.265934446948740633, 0.905198875493553823, -0.822530942762787931, 0.052598503616680961, 0.653427348691240195, 0.958902254526311171
0.350580424256438317, 0.575753075678599568, -1.263260102394866857, 0.045015011676784719, 0.703390631133439137, 0.959092131542981008
0.229554219922281255, 0.876732977289483184, -1.340042085148851925, 0.044608731597381761, 0.710194717304117540, 0.959276874060512985
0.314153328221641492, 0.507952260785133225, -0.878922631857787184, 0.047059562498874281, 0.688414002044754003, 0.959456903313652520
0.275824060499137824, 0.680814835084832537, -0.598573472488999059, 0.043787125085775515, 0.712752818832738666, 0.959632593819208846
0.369031017649578685, 0.795310465825175728, -1.086340544483430426, 0.050635515420977426, 0.664517235645527893, 0.959804280254085596
0.255338955861398154, 0.640068669820154312, -1.198433025486938863, 0.052191098768007503, 0.649354156369842284, 0.959972263111028234
0.336582644771294182, 0.777292590488121604, -0.760504045668141337, 0.043831739697328925, 0.713807537285929605, 0.960136813385128240
0.178860531703580405, 1.225146528464571505, -0.983452165896938846, 0.043771977412292405, 0.709694256014684277, 0.960298176484911559
0.294740622548743780, 0.717074481221000593, -1.618106255556512441, 0.048609333617904572, 0.682383312099221762, 0.960456575517979139
0.252526301318123481, 0.874158435078862484, -1.557898515255311978, 0.042693736961004751, 0.722016687900778220, 0.960612214068317427
0.333471370019904567, 0.536162291035347516, -0.970680478049937734, 0.045464948259887665, 0.700532485749612133, 0.960765278557539348
0.161899703620741908, 0.938387250244533067, -0.743703917989544605, 0.044895747331439056, 0.706748614391235042, 0.960915940263324053
0.292388720148469561, 0.933095288653349453, -1.183420296487183387, 0.043644794237166544, 0.718279472276235675, 0.961064357053681984
0.225518085662852252, 0.726766652533976321, -1.073228790032629165, 0.045752062729876843, 0.700054969961088625, 0.961210674884289684
0.311628342570094363, 0.843425623418378345, -0.570895135826907874, 0.046822031145358718, 0.690057049585897975, 0.961355029097222480
0.273397798757011645, 1.037560971267727172, -0.865207269775831733, 0.044963512791845378, 0.706265128839610012, 0.961497545552372657
0.363752177885017347, 0.677422749189898532, -1.319265449679980273, 0.047793268971054667, 0.687283610764318764, 0.961638341617248704
0.205215802415367299, 1.075737014055563323, -1.246198336832057496, 0.045634363257007586, 0.696189434798528906, 0.961777527036373758
0.301855200662391243, 0.658195357373305590, -0.807670461826058061, 0.045452899283521316, 0.701009368866560845, 0.961915204697903814
0.263367532177323005, 0.564923748379953405, -0.408533608003407434, 0.046796751765404314, 0.689515772955967221, 0.962051471312164508
0.346792748906694537, 0.719811894182111112, -1.021696430586156890, 0.041826176407279515, 0.729591063209710899, 0.962186418014438605
0.282981695340514539, 0.739104860853221690, -1.126584710502773312, 0.047184534775994602, 0.691122388436195334, 0.962320130902388549
0.390442879032432244, 0.836708259936034038, -0.668494968662378009, 0.043867028313993181, 0.712232824268488995, 0.962452691516906378
0.240289666820763720, 0.927956683077201028, -0.918964167037714885, 0.044955297025183638, 0.709196902705757304, 0.962584177273862807
0.322015908599308287, 0.577819847840707501, -1.412251749759579678, 0.045624848032512350, 0.698616778621794388, 0.962714661853133258
0.246633831658968905, 0.711719775088603401, -1.473818700439016638, 0.047042268565378478, 0.691647181167261205, 0.962844215550369809
0.327572153601630389, 0.836907772585100740, -0.944988092567260907, 0.043031199461854554, 0.721363421234890168, 0.962972905596224060
0.287692309347761799, 0.776010897415826517, -0.707960679229609036, 0.048455123851525166, 0.679613844889370600, 0.963100796447091012
0.418902561935050599, 0.431621825060214792, -1.154440382412685429, 0.046159006988643295, 0.696678875265502984, 0.963227950050902670
0.268458037617676726, 0.991135132457314660, -1.047321028658215081, 0.044436880554389574, 0.705302696410835539, 0.963354426091050264
0.354626349405454178, 0.647198966796228459, -0.504303159882604768, 0.048162998976004928, 0.680332288013105968, 0.963480282211129357
0.216419867072015604, 0.685509459912263863, -0.837046702021970734, 0.043095744544617808, 0.719479984096747516, 0.963605574222877070
0.306686344773606068, 0.807243439328057533, -1.281041267257709393, 0.046489433274082746, 0.690592462714070376, 0.963730356299396740
0.278227351631159414, 0.568703417749388929, -1.362231601090314159, 0.042398491925860010, 0.725524565731011872, 0.963854681155528858
0.375004505471210170, 0.704746058974409784, -0.892435941699147639, 0.040943527696162399, 0.741518790224390600, 0.963978600217032855
0.233333849989363629, 1.026454570521475818, -0.623730330032814306, 0.044825024133904948, 0.703867514250387849, 0.964102163780070853
0.316721847251439204, 0.656835174650683418, -1.099587320113993183, 0.051394407350778430, 0.662881209775609381, 0.964225421162347662
0.189884363627980557, 1.062059096398663360, -1.213859600516081549, 0.046036472444250465, 0.698134871160389969, 0.964348420847137011
0.297099834434745635, 0.617577165618099833, -0.776716659085633254, 0.048778555315673995, 0.672952020716814037, 0.964471210621328789
0.258077407851725726, 0.789127623479499607, -0.996199598034179457, 0.043890168512277006, 0.715431767296328291, 0.964593837708544233
0.339824544118494609, 0.913394913220770710, -1.709898803887921481, 0.045439261776158639, 0.702914198728816442, 0.964716348898304266
0.274614074832426280, 0.761326741923046613, -1.657814289706692312, 0.042744063526274231, 0.720095980336455055, 0.964838790672180813
0.366317757492500840, 0.875704121437242189, -0.989827741717744680, 0.042568429466302106, 0.726284796463956606, 0.964961209327819147
0.227571467528250776, 0.965968751910436851, -0.768678762088407463, 0.041641379383931962, 0.735776326380930601, 0.965083651101695694
0.312885768590164204, 0.597933893343610023, -1.206091131405232941, 0.050383761253782508, 0.666000630345538358, 0.965206162291455727
0.171553763456882280, 1.191912841324482386, -1.092945582032590623, 0.048259778255421111, 0.681032401775315432, 0.965328789378671170
0.293563986769256602, 0.678565030874523578, -0.611428564006607944, 0.046351588060358016, 0.693701462762185250, 0.965451579152862949
0.253942534189669611, 0.590367948122549779, -0.885702769741670615, 0.047530344443600166, 0.688968232703671690, 0.965574578837652298
0.335011876767685068, 0.742304606914363174, -1.350942434514636581, 0.050258501137352744, 0.668623673619069381, 0.965697836219929107
0.241925688261763361, 0.643707612982335142, -1.272053908102370290, 0.044373737754074681, 0.710698537237814731, 0.965821399782967105
0.323377626331349588, 0.782711144255632596, -0.829829164611284753, 0.049507411612889102, 0.673900800155370905, 0.965945318844471101
0.284162272531964966, 0.959095702213109247, -0.484166308666945655, 0.045106234456626204, 0.704345030038911357, 0.966069643700603220
0.395563201494672778, 0.609692927006111773, -1.040894555176403502, 0.046450166305326050, 0.699576637853574157, 0.966194425777122889
0.264656788332335913, 0.805355795860253409, -1.147382429930207337, 0.050990689058403142, 0.661048300959762525, 0.966319717788870602
0.348657364257462798, 0.468487425174566763, -0.698491910515672165, 0.047265922657679357, 0.686706434357371442, 0.966445573908949696
0.208288856502807457, 0.769941251779209135, -0.938519633237629769, 0.042312132298949888, 0.724786155110629382, 0.966572049949097289
0.303054586588866637, 0.866370514985027818, -1.456938320683373256, 0.046724702661592878, 0.692682689232413829, 0.966699203552908948
0.218849031262136062, 0.968148722997030031, -1.398897528223522757, 0.047015160714934438, 0.693194022731688730, 0.966827094403775900
0.307909977184725903, 0.586904621191576936, -0.912386572732511114, 0.049958505115255396, 0.670909900810064075, 0.966955784449630151
0.269705409371011728, 0.753350663175507806, -0.657881272143563178, 0.046415403506256267, 0.694705743985315705, 0.967085338146866702
0.356763902480789874, 0.871373132713337606, -1.119764128673244930, 0.041768436489328910, 0.727879454784940205, 0.967215822726137153
0.288866613553928564, 0.534596397666982082, -1.015316148085407377, 0.040621799580683876, 0.738399369654461513, 0.967347308483093582
0.434433072607079085, 0.640213224426790628, -0.374893313418536156, 0.044386744598283935, 0.714342950414101896, 0.967479869097611411
0.248144332104332177, 0.974062172562383366, -0.800096260598201381, 0.042063725011253092, 0.727068954992431071, 0.967613581985561355
0.329011096215716725, 0.626911900966152902, -1.237906098239275110, 0.049091916103962817, 0.677331045007568910, 0.967748528687835452
0.259421745332674591, 1.060122715697438212, -1.309329266963243699, 0.043322156318158916, 0.717116389235681218, 0.967884795302096146
0.341501109391806612, 0.695862492634487184, -0.858264524306710852, 0.046695203928415252, 0.692167175731510986, 0.968022472963626202
0.194325471174084941, 0.778142187365421290, -0.555874216577985969, 0.042267486262192476, 0.730499199844629077, 0.968161658382751256
0.298283340645281503, 0.858388987391786373, -1.066716416839179615, 0.042982943198525497, 0.720723503502279206, 0.968302454447627303
0.235141664797002908, 0.774580763323755361, -1.176053048926283262, 0.048282638620822722, 0.678115203536043376, 0.968444970902777480
0.318024407900585393, 0.890788444398103341, -0.735055991477274517, 0.054555829391874429, 0.642900448891177367, 0.968589325115710276
0.279421711821059682, 0.827368378976387486, -0.964279632083772542, 0.040280480675360254, 0.747921529536860308, 0.968735642946317976
0.378335945753807690, 0.499508044521479233, -1.533573423526254365, 0.041536208228670463, 0.731447979283185945, 0.968884059736675907
0.223386263544168046, 1.111199924255982463, -1.585619346228724691, 0.046176886474812155, 0.699097303589164443, 0.969034721442460611
0.310380345560232362, 0.709197686520411930, -0.977070530043270824, 0.040207884593379338, 0.743351699040237457, 0.969187785931682533
0.272174661219873437, 0.632729331474171430, -0.752182677884472239, 0.045930559555880726, 0.697166121977855546, 0.969343424482020821
0.361314791730289075, 0.760029410573435427, -1.190878258087251229, 0.041257287834733203, 0.733490099189935907, 0.969501823515088401
0.251088874399912787, 0.725703488799900098, -1.079769237821676331, 0.043409509011622827, 0.714884227044032761, 0.969663186614871719
0.331959002001470660, 0.849462525060285967, -0.585091888222818213, 0.043706760190671531, 0.711717310767586153, 0.969827736888971725
0.146993095151066760, 1.110620481553275862, -0.872092021937791451, 0.043367456865708170, 0.715985997955245868, 0.969995719745914364
0.291214369407834628, 0.541976077384217714, -1.329493742745586404, 0.048049169508518473, 0.681715642630256746, 0.970167406180791114
0.281798394434291388, 0.890763163239567390, -1.254645816833025229, 0.045223582519867141, 0.705783221378205594, 0.970343096686347439
0.385964341650304910, 0.558911635827036735, -0.815146631463832261, 0.042317810329887746, 0.728719079164296901, 0.970523125939486975
0.238615822933886307, 0.840321302398652881, -0.437045491135637953, 0.044576584927948720, 0.708702416468711904, 0.970707868457018952
0.320670486435242652, 0.962605746799075068, -1.028084672701662372, 0.045429694337120859, 0.702438036274852240, 0.970897745473688789
0.201902681822054841, 0.694292488788542883, -1.133458712214523656, 0.048264067082233020, 0.684304019663544927, 0.971093233376445930
0.300660533800832797, 0.804663779520498723, -0.678782780248432083, 0.048008527045148672, 0.683036578765109814, 0.971294874140910869
0.262065859388057043, 0.989938030272572878, -0.925510354943312352, 0.041407889816563542, 0.734597951783043213, 0.971503288373270379
0.344981431028540786, 0.646193659827643652, -1.426302603093723809, 0.039246797503854632, 0.755045843630157698, 0.971719191785104908
0.267201284239968251, 0.655366278933118607, -1.492010087918430816, 0.050830390132811362, 0.658951028059737043, 0.971943416253925663
0.352567821396866543, 0.782783423095385733, -0.951435900313423177, 0.046042751177505226, 0.697651385608764940, 0.972176937102904537
