# Omega_m, sigma_8, w, Omega_b, little_h, n_s, m_nu
0.461018931537220289, 0.475521662853395255, -1.004162738577061953, 0.046736500111891031, 0.691691032629237146, 0.964375057473572550, 0.068484076433121016
0.249259997259054955, 0.778782555227780837, -0.786585315737978186, 0.050269028978538063, 0.668420378941062876, 0.959966742073848911, 0.134064837905236905
0.308832586995450076, 0.755010661368021196, -0.638421603816625716, 0.043747779177401636, 0.715685293001784850, 0.962332346382129278, 0.063321554770318020
0.270635185948767509, 0.927702191628095085, -0.900791462356143824, 0.040221015486829145, 0.744805989307382621, 0.956522443013858359, 0.115612903225806460
0.319010036399097807, 0.715727735282916222, -0.845962867097262539, 0.042939117028104316, 0.720421732648792945, 0.963373884322246132, 0.086015999999999995
0.280314713324137321, 0.642878063264262223, -0.527174224249219225, 0.045225588064743354, 0.703520045276636918, 0.958485483604715749, 0.071394422310756975
0.342785390204602636, 0.853343228289940914, -0.719475337550424587, 0.049026402081824218, 0.676435033599395275, 0.961214931297074360, 0.095828877005347590
0.197341632188326455, 0.979081118530846339, -0.953044923017493106, 0.046141054683453898, 0.695769791338269661, 0.952985255801733322, 0.078026124818577638
0.294446310329344318, 1.008173694910195595, -0.927142324683988828, 0.049044064960395976, 0.672820769850664857, 0.983079499948288582, 0.076255319148936171
0.254991635982278753, 0.939438067070899385, -0.681307253088165865, 0.046845576488810922, 0.693759699624910131, 0.969110644032220581, 0.093171577123050256
0.368337624176500844, 0.627794470481749189, -0.443566256228106748, 0.038969357614314415, 0.759413209481686002, 0.972087750068856504, 0.083868954758190326
0.229064768990702439, 0.655488058962016895, -0.817001089079309351, 0.042661777433482560, 0.717979669395716891, 0.966875004971614826, 0.104795321637426886
0.350093871896009934, 0.774618461874240438, -0.873804603929339119, 0.044502106721393188, 0.705448033443916156, 0.974466103589261334, 0.128920863309352540
0.210460240651596686, 1.148729221587103888, -0.588525562949042014, 0.043048375607025680, 0.723060003353486414, 0.967944581373437862, 0.067116104868913853
0.324410278695172083, 0.516832992591754858, -0.754277339145175585, 0.046437549644377740, 0.697737441740780895, 0.970443454129063965, 0.111767151767151768
0.285046199583718740, 0.683934344859682741, -0.978666635660785600, 0.048159374905166780, 0.679561173399267915, 0.965859842071332353, 0.062150289017341036
0.327215801180039290, 0.822207669390142226, -0.965880986541332365, 0.042162334398063342, 0.731092695405261006, 0.959624110737059777, 0.094481546572934963
0.287398612706946388, 1.010774960332517347, -0.737234519258182841, 0.043971448107594666, 0.710386191915341136, 0.964126982729695325, 0.077130559540889515
0.354104638159495222, 0.519312817062073773, -0.559713614616655808, 0.054279911294387868, 0.640447695678836193, 0.955882798917654375, 0.084928909952606643
0.215793414947307860, 0.811744499096057837, -0.860005865461914709, 0.048262361498805653, 0.686123987361815790, 0.962061795780422280, 0.070643889618922470
